LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,TotalLot,TotalBsmtFin,TotalSF,TotalBath,TotalPorch,LivLotRatio,MasVnrArea_bin,TotalBsmtFin_bin,TotalBsmtSF_bin,2ndFlrSF_bin,WoodDeckSF_bin,TotalPorch_bin,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,cluster_num
-0.19047619047619047,-0.26765964653084795,0.5,0.0,0.6521739130434783,0.24324324324324326,1.180722891566265,1.0,0.0,0.0,0.0,0.0,0.4,0.1034186596173083,0.0,0.0,-0.8968913457337148,-0.30015319443530875,0.0,-0.5241187468316435,1.0269879003746771,0.0,0.3428908418191601,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,,0.5609756097560976,0.0,0.2815734989648033,0.0,0.0,0.0,0.23831643083413095,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,0.0,0.4937269011969198,-0.2143970893970894,0.06956434140311699,0.45921326190918355,0.5,0.0553642261775977,0.6017860568828555,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.16666666666666666
0.5238095238095238,0.02968157129824896,0.0,3.0,0.06521739130434782,-0.4864864864864865,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.15872722363676142,0.0,0.0,-0.4034144248037677,0.49292615657505395,0.0,0.3275474534810941,0.0,0.0,-0.3277427812252895,0.0,0.4054651081081645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0975609756097561,0.0,-0.08281573498964803,0.0,0.0,1.1278479909437331,-0.7320491947429921,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5,0.2156000001213561,0.08835758835758836,0.12391461973173244,-0.17422790818158676,0.0,-0.7711013896774065,-0.322009904945981,0.0,0.0,0.0,0.0,1.0,-1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0
-0.047619047619047616,0.3992877253417644,0.5,0.0,0.6086956521739131,0.21621621621621623,0.9759036144578314,1.0,0.0,0.0,0.0,1.0,0.4,0.04011085699289391,0.0,0.0,-0.07424017898072732,-0.15288877124755482,0.0,-0.36595045421019934,1.0293474903275692,0.0,0.43889557359614306,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.5121951219512195,0.0,0.5300207039337475,0.0,0.0,0.0,0.13735723182875945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6330524973218575,0.514033264033264,0.00735342065312648,0.5499037521473256,0.5,-0.030623265941753623,0.04029581215877769,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.4166666666666667
-0.42857142857142855,0.01751268250573976,0.5,0.0,-1.2608695652173914,-0.6486486486486487,0.0,0.0,0.0,-1.0,1.0,0.0,0.2,-0.09697805041027066,0.0,0.0,0.09565443256504692,-0.5538205186777827,-0.5,-0.27030029024005137,1.0063795773458803,0.0,0.35190990978100367,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.43902439024390244,1.0,0.6708074534161491,0.0,0.0,0.0,0.08862171612753458,4.919980925828125,0.0,0.0,0.0,0.0,-1.3333333333333333,-1.0,-0.305048809794006,0.07016632016632017,-0.1273602607671177,0.20259061171415463,-0.5,0.43630793065233126,0.3137099182905853,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-0.16666666666666666
0.7142857142857143,0.951801948421046,1.0,0.0,0.5869565217391305,0.16216216216216217,2.108433734939759,1.0,0.0,0.0,0.0,2.0,0.4,0.09070022043168885,0.0,0.0,0.020094492221347873,0.2940967907747596,0.0,0.11405898407387928,1.0624165963741934,0.0,0.8971896541814216,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,0.0,-1.0,0.4878048780487805,1.0,1.474120082815735,0.0,0.0,1.0297254306918957,0.3258500743704549,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8577658551031399,1.3004158004158004,0.057066264081838854,0.9828582496696934,0.5,0.12991710058538003,-0.020394775535838402,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.16666666666666666
0.7619047619047619,0.9279842733504512,-0.5,0.0,0.43478260869565216,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.10955414945249736,0.0,0.0,-1.548155095048517,-0.4485524365874108,0.0,-0.6835193238583531,0.9574699184776627,0.0,-0.15941885946782816,1.0,0.0,-1.0,1.0,-2.0,0.0,0.0,-0.5,-1.0,,0.3170731707317073,0.0,0.0,0.0,0.0,0.6852940422176167,0.04778689283215297,0.0,5.081404364984463,0.0,0.0,5.860786223465865,1.3333333333333333,0.5,-0.26252826659869105,1.262993762993763,0.0755935266863876,-0.015251635477023084,0.0,-0.1069108048136552,-0.7990761339271589,0.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.16666666666666666
0.2857142857142857,0.1443039651447565,1.0,0.0,0.6739130434782609,0.2972972972972973,1.1204819277108433,1.0,0.0,1.0,0.0,2.0,0.4,0.21584498720031936,0.0,0.0,-0.3181646733416997,1.0850515116987727,0.0,0.9736265998137609,0.0,0.0,0.3221364966659786,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5853658536585366,0.0,0.6459627329192547,0.0,0.0,1.0930250033110738,0.21986611841708653,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.5,1.2696658729299473,0.21283783783783783,0.18004275110204895,0.42973597778029426,0.0,0.03964999598173644,0.16091725629657594,1.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.6666666666666666
,0.21217205235024514,0.5,1.0,0.0,-0.5675675675675675,1.4457831325301205,0.0,0.0,0.0,0.0,1.0,0.2,0.13670337533758858,3.0,2.833213344056216,-0.615366625920624,0.22513060686143238,0.0,0.04000398668056591,1.0507800541390322,0.0,0.7859425441608936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,-1.0,-0.17073170731707318,0.0,0.016563146997929608,0.0,0.0,1.0747890583577688,0.5715444079289345,4.74493212836325,0.0,0.0,0.0,5.170483995038151,1.6666666666666667,0.5,0.41025540206670713,,0.10837295343633044,0.8777580213973116,0.5,0.5176859234544107,0.588420968031907,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.4166666666666667
-0.8571428571428571,-1.0194099823524343,0.5,0.0,-0.9130434782608695,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.8950861658960291,0.0,0.0,0.5370493352071016,-0.08304786156092962,-0.5,-0.13528292592369243,1.0054827790937544,0.0,0.4240115799743955,0.0,0.0,0.0,0.0,-1.0,0.2876820724517808,0.0,1.0,1.0,-1.0,-1.1951219512195121,0.0,-0.049689440993788817,-1.0,0.0,0.8617920191002596,-0.7320491947429921,4.639571612705423,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,-0.455213871269534,-0.8235446985446986,-0.9116402178045315,0.4518828636968084,0.0,0.3403363645924355,1.669418142700948,0.0,-1.0,0.0,1.0,1.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-0.16666666666666666
-0.9047619047619048,-0.5705674004223615,-0.5,1.0,-0.7391304347826086,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,0.4,0.1351152805990606,0.0,0.0,-0.9500193534650329,-0.0010302029541581666,0.0,-0.020277214807493987,0.0,0.0,-0.6776132971570438,1.0,0.0,-1.0,0.0,-1.0,0.2876820724517808,0.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.1387163561076605,1.0,0.0,0.0,-0.42304645586406603,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,0.0,-0.6479005218124985,-0.48596673596673595,0.1007117812793169,-0.6780600778655104,-0.5,-0.5079220970921319,-0.13922926357363793,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.0833333333333333
